input,label,word_count
but one gigabit second systems will not be available immediately,0.0,10.0
siemens says that though the system works in the laboratory it still has to assess the mobility of multiple-antennae devices and conduct field trials,0.0,24.0
commercial system could be as far away as 2012 though siemens did not rule out an earlier date,0.0,18.0
the digital divide between rich and poor nations is narrowing fast according to world bank report,1.0,16.0
the world bank questioned united nation campaign to increase usage and access to technology in poorer nations,0.0,17.0
people in the developing world are getting more access at an incredible rate far faster than in the past said the report,1.0,22.0
but spokesman for the un world summit on the information society said the digital divide remained very real,1.0,18.0
the digital divide is rapidly closing the world bank report said,1.0,11.0
half the world population now has access to fixed-line telephone the report said and 77 to mobile network,0.0,18.0
the report figures surpass wsis campaign goal that calls for 50 access to telephones by 2015,0.0,16.0
the un hopes that widening access to technology such as mobile phones and the net will help eradicate poverty,0.0,19.0
developing countries are catching up with the rich world in terms of access to mobile networks the report said,1.0,19.0
africa is part of worldwide trend of rapid rollout this applies to countries rich and poor reformed or not african asian european and latin american,0.0,25.0
spokesman for the world summit for the information society wsis which is meeting this week in geneva told the bbc news website the digital divide is very much real and needs to be addressed,1.0,34.0
some financing has to be found to help narrow the divide,0.0,11.0
on tuesday meeting of the wsis in geneva agreed to the creation of digital solitary fund,0.0,16.0
the fund is voluntary and will help finance local community-based projects said the wsis spokesman,1.0,15.0
under the proposals agreed voluntary contribution of on contracts obtained by private technology service providers could be made to the digital solidarity fund,0.0,23.0
the exact financing mechanism of the fund is to be ironed out in the coming days said the wsis,0.0,19.0
sixty percent of resources collected by the fund will be made available for projects in least developed countries 30 for projects in developing countries and 10 for projects in developed countries,0.0,31.0
uk gets official virus alert site,0.0,6.0
rapid alerting service that tells home computer users about serious internet security problems is being launched by the uk government,1.0,20.0
the service it safe will issue warnings about damaging viruses software vulnerabilities and weaknesses on devices such as mobile phones,0.0,20.0
alerts tell people how the threats affect them and what they can do to avoid trouble and protect themselves,1.0,19.0
the service will be free and those who sign up can get e-mail or text alerts,0.0,16.0
the scheme is aimed at home users and small businesses,0.0,10.0
the government estimates it will issue security alerts about six to 10 times year based on previous experience of virus outbreaks,0.0,21.0
there is clear need for easy-to-understand and simple independent advice for non-technically minded people who use computers either at home or at work said home office minister hazel blears,0.0,29.0
the purpose of this new government service is to ensure computer users are aware of the risks involved and how to deal with them easily and effectively without causing alarm,0.0,30.0
those signing up will only be told about the most serious security threats that have the potential to affect millions of people,1.0,22.0
full-time staff are being employed to comb through the many hundreds of alerts issued each year by computer security firms to spot which ones have the potential to catch out large number of people between alerts the service will occasionally send messages giving people advice about safe ways to use their computers and phones,1.0,54.0
it safe will take our technical expertise and use it to help home users understand the risks and keep their computer systems mobile phones and range of related consumer electronic items safe said roger cumming director of the national infrastructure security coordination centre niscc,1.0,44.0
the niscc which is running the service also stressed that those signing up would still need to use anti-virus software firewalls and software updates to stay secure,1.0,27.0
warnings about security problems will tell people what the problem is how it affects them and what they can do to avoid trouble,1.0,23.0
alerts will not be issued unless users can do something to protect themselves against the threat,0.0,16.0
this might include downloading an update from an anti-virus vendor or updating software to close loopholes and fix vulnerabilities,0.0,19.0
however no software patches or programs will actually be dispensed through the site,0.0,13.0
the alerts will tell people how to go about getting hold of patches from security firms,1.0,16.0
the niscc spokesman said the site and alerting service would stay in existence for as long as there were security bugs on home computers and other gadgets,1.0,27.0
government statistics show that more than half of all uk households own home computer,0.0,14.0
it was estimated that almost 13 million of these were able to access the internet in 2004,0.0,17.0
the launch comes as the number of viruses and other malicious programs in existence is reaching unprecedented numbers,0.0,18.0
"in september 2004 the number of malicious programs circulating topped the 100,000 mark",0.0,13.0
"some fear that this figure could hit 150,000 by september 2005",0.0,11.0
the creation of the national alert service follows similar efforts in the netherlands and us,0.0,15.0
the national alerting service for the netherlands aka de waarschuwingsdienst and the us national cyber alerting service also tell citizens of serious security threats,1.0,24.0
iran jails blogger for 14 years,0.0,6.0
an iranian weblogger has been jailed for 14 years on charges of spying and aiding foreign counter-revolutionaries,0.0,17.0
arash sigarchi was arrested last month after using his blog to criticise the arrest of other online journalists,0.0,18.0
mr sigarchi who also edits newspaper in northern iran was sentenced by revolutionary court in the gilan area,1.0,18.0
his sentence criticised by human rights watchdog reporters without borders comes day after an online day of action to secure his release,1.0,22.0
iranian authorities have recently clamped down on the growing popularity of weblogs restricting access to major blogging sites from within iran,0.0,21.0
second iranian blogger motjaba saminejad who also used his website to report on bloggers arrests is still being held,0.0,19.0
spokesman for reporters without borders which tracks press freedom across the globe described mr sigarchi sentence as harsh and called on iranian president mohammed khatami to work to secure his immediate release,1.0,32.0
the authorities are trying to make an example of him the organisation said in statement,0.0,15.0
by handing down this harsh sentence against weblogger their aim is to dissuade journalists and internet-users from expressing themselves online or contacting foreign media,0.0,24.0
in the days before his arrest mr sigarchi gave interviews to the bbc persian service and the us-funded radio farda,1.0,20.0
iranian authorities have arrested about 20 online journalists during the current crackdown,1.0,12.0
they accused mr sigarchi of string of crimes against iranian state including espionage insulting the founder of iran islamic republic ayatollah ruhollah khomenei and current supreme leader ayatollah ali khamenei,0.0,30.0
mr sigarchi lawyer labelled the revolutionary court illegal and incompetent and called for retrial in public court,0.0,17.0
mr sigarchi was sentenced one day after an online campaign highlighted his case in day of action in defence of bloggers around the world,1.0,24.0
the committee to protect bloggers designated 22 february 2005 as free mojtaba and arash day,0.0,15.0
"around 10,000 people visited the campaign website during the day",1.0,10.0
about 12 of users were based in iran the campaign director told the bbc news website,0.0,16.0
curt hopkins said mr sigarchi sentence would not dent the resolve of bloggers joining the campaign to help highlight the case,1.0,21.0
the eyes of million bloggers are going to be more focused on iran since sigarchi sentence not less,0.0,18.0
the mullahs won be able to make move without it be spread across the blogosphere,0.0,15.0
microsoft is investigating trojan program that attempts to switch off the firm anti-spyware software,1.0,14.0
the spyware tool was only released by microsoft in the last few weeks and has been downloaded by six million people,0.0,21.0
stephen toulouse security manager at microsoft said the malicious program was called bankash-a trojan and was being sent as an e-mail attachment,1.0,22.0
microsoft said it did not believe the program was widespread and recommended users to use an anti-virus program,1.0,18.0
the program attempts to disable or delete microsoft anti-spyware tool and suppress warning messages given to users,0.0,17.0
it may also try to steal online banking passwords or other personal information by tracking users keystrokes,0.0,17.0
microsoft said in statement it is investigating what it called criminal attack on its software,1.0,15.0
earlier this week microsoft said it would buy anti-virus software maker sybari software to improve its security in its windows and e-mail software,0.0,23.0
microsoft has said it plans to offer its own paid-for anti-virus software but it has not yet set date for its release,0.0,22.0
the anti-spyware program being targeted is currently only in beta form and aims to help users find and remove spyware programs which monitor internet use causes advert pop-ups and slow pc performance,0.0,32.0
us woman is suing hewlett packard hp saying its printer ink cartridges are secretly programmed to expire on certain date,1.0,20.0
the unnamed woman from georgia says that chip inside the cartridge tells the printer that it needs re-filling even when it does not,0.0,23.0
the lawsuit seeks to represent anyone in the us who has purchased an hp inkjet printer since february 2001,1.0,19.0
hp the world biggest printer firm declined to comment on the lawsuit,0.0,12.0
hp ink cartridges use chip technology to sense when they are low on ink and advise the user to make change,1.0,21.0
but the suit claims the chips also shut down the cartridges at predetermined date regardless of whether they are empty,0.0,20.0
the smart chip is dually engineered to prematurely register ink depletion and to render cartridge unusable through the use of built-in expiration date that is not revealed to the consumer the suit said,0.0,33.0
the lawsuit is asking for restitution damages and other compensation,0.0,10.0
the cost of printer cartridges has been contentious issue in europe for the last 18 months,1.0,16.0
"the price of inkjet printers has come down to as little as 34 but it could cost up to 1,700 in running costs over an 18-month period due to cartridge study by computeractive magazine revealed last year",1.0,37.0
the inkjet printer market has been the subject of an investigation by the uk office of fair trading oft which concluded in 2002 report that retailers and manufacturers needed to make pricing more transparent for consumers,0.0,36.0
the movie industry has struck out at file-sharing networks with another round of lawsuits in the us,0.0,17.0
the motion picture association of america mpaa also said it had succeeded in getting network called lokitorrent closed down,1.0,19.0
it is the latest network which uses the peer-to-peer system called bittorrent to be hit by the mpaa,1.0,18.0
the mpaa began its legal campaign against operators of similar networks across four continents in december,1.0,16.0
dallas court agreed that hollywood lawyers would be allowed access to lokitorrent server records which could let them single out those who were sharing files illegally,0.0,26.0
"in october 2004 the site had provided links to more than 30,000 files",0.0,13.0
the action came after the operators of lokitorrent agreed settlement with the mpaa,1.0,13.0
stark message has appeared on the site from the mpaa warning you can click but you can hide,0.0,18.0
in bittorrent systems server sites do not host the files being shared,1.0,12.0
they host links called trackers that direct people to others that have it instead,0.0,14.0
as well as filing an unspecified number of file suits across the us the mpaa said it had given operators that host edonkey servers take down notices,1.0,27.0
hollywood studios are aggressively clamping down on file-sharers who it says infringe copyright laws by copying films and tv programmes then share the files online,0.0,25.0
but it is now targeting the operators of bittorrent networks themselves,1.0,11.0
it has filed 100 lawsuits against operators of bittorrent server sites since december,1.0,13.0
the strategy of hitting those who run the servers which link to copyrighted material is intended to stunt file-sharers ability to swap content using bittorrent systems,0.0,26.0
the film industry says the black market for illegally copied videos and dvds already costs them billions every year and it is worried that illegal file-sharing is adding to their losses,0.0,31.0
in december the legal action claimed its most high-profile victim,0.0,10.0
the popular suprnova.org website was forced to close and others like phoenix torrent followed soon after,0.0,16.0
the us federal bureau of investigation is warning that computer virus is being spread via e-mails that purport to be from the fbi,1.0,23.0
the e-mails show that they have come from an fbi.gov address and tell recipients that they have accessed illegal websites,0.0,20.0
the messages warn that their internet use has been monitored by the fbi internet fraud complaint center,0.0,17.0
an attachment in the e-mail contains the virus the fbi said,1.0,11.0
the message asks recipients to click on the attachment and answer some questions about their internet use,0.0,17.0
but rather than being questionnaire the attachment contains virus that infects the recipient computer according to the agency,1.0,18.0
it is not clear what the virus does once it has infected computer,0.0,13.0
users are warned never to open attachment from unsolicited e-mails or from people they do not know,1.0,17.0
recipients of this or similar solicitations should know that the fbi does not engage in the practice of sending unsolicited e-mails to the public in this manner the fbi said in statement,1.0,32.0
the bureau is investigating the phoney e-mails,0.0,7.0
the agency earlier this month shut down fbi.gov accounts used to communicate with the public because of security breach,0.0,19.0
spokeswoman said the two incidents appear to be unrelated,0.0,9.0
apple has expanded its ipod family with the release of its next generation of the digital music players,1.0,18.0
its latest challenges to the growing digital music gadget market include an ipod mini model which can hold 6gb compared to previous 4gb,1.0,23.0
the company which hopes to keep its dominant place in the digital music market also said the gold coloured version of the mini would be dropped,1.0,26.0
30gb version has also been added to the ipod photo family,1.0,11.0
the latest models have longer battery life and their prices have been cut by an average of 40,0.0,18.0
the original ipod took an early lead in the digital music player market thanks to its large storage capacity and simple design,1.0,22.0
during 2004 about 25 million portable players were sold 10 million of which were apple ipods,0.0,16.0
but analysts agree that the success is also down to its integration with the itunes online store which has given the company 70 share of the legal download music market,0.0,30.0
mike mcguire research director at analyst gartner told the bbc news website that apple had done good job in sealing off the market from competition so far,0.0,27.0
they have created very seamless package which think is the idea of the product the design function and the software are very impressive he said,0.0,25.0
he added that the threat from others was always present however,0.0,11.0
creative other microsoft-partnered devices real sony and so on are ratcheting up the marketing message and advertising he said,0.0,19.0
creative was very upbeat about how many of its creative zen players it had shipped by the end of last year he said,0.0,23.0
its second-generation models like the creative zen micro photo is due out in the summer,0.0,15.0
it will have 5gb of memory on board,0.0,8.0
digital music players are now the gadget of choice among young americans according to recent research by the pew internet and american life project,1.0,24.0
one in 10 us adults 22 million people now owns digital music player of some sort,1.0,16.0
sales of legally downloaded songs also rose more than tenfold in 2004 according to the record industry with 200 million tracks bought online in the us and europe in 12 months,0.0,31.0
the ifpi industry body said that the popularity of portable music players was behind the growth,1.0,16.0
analysts say that the ease of use and growth of music services available on the net will continue to drive the trend towards portable music players,1.0,26.0
people are also starting to use them in novel ways,0.0,10.0
some are combining automatic syncing functions many of them have with other net functions to automatically distribute diy radio shows called podcasts,0.0,22.0
but 2005 will also see more competition from mobile phone operators who are keen to offer streaming services on much more powerful and sophisticated handsets,0.0,25.0
according to mr mcguire research suggests that people like the idea of building up huge libraries of music which they can do with high-capacity storage devices like ipods and creative zens,1.0,31.0
mobiles do not yet have this capacity though and there are issues about the ease of portability of mobile music,0.0,20.0
mr mcguire said apple was ensuring it kept foot in the mobile music door with its recent deal with motorola to produce version of itunes for motorola phones,1.0,28.0
t-mobile has launched its latest pocket office third-generation 3g device which also has built-in wi-fi high-speed wireless net access,1.0,19.0
unlike other devices where the user has to check which high-speed network is available to transfer data the device selects the fastest one itself,1.0,24.0
the mda iv released in the summer is an upgrade to the company existing smartphone the 2.5g wi-fi mda iii,0.0,20.0
it reflects the push by mobile firms for devices that are like mini laptops,0.0,14.0
the device has display that can be swivelled and angled so it can be used like small computer or as conventional clamshell phone,0.0,23.0
the microsoft mobile phone with two cameras and qwerty keyboard reflects the design of similar all-in-one models released this year such as motorola mpx,0.0,24.0
one in five european workers are already mobile meaning they spend significant time travelling and out of the office rene obermann t-mobile chief executive told press conference at the 3gsm trade show in cannes,0.0,34.0
he added what they need is their office when they are out of the office,0.0,15.0
"t-mobile said it was seeing increasing take up for what it calls office in pocket devices with 100,000 mdas sold in europe already",0.0,23.0
in response to demand t-mobile also said it would be adding the latest phone-shaped blackberry to its mobile range,1.0,19.0
reflecting the growing need to be connected outside the office it announced it would introduce flat-fee 20 38 month wi-fi tariff for people in the uk using its wi-fi hotspots,1.0,30.0
"it said it would nearly double the number of its hotspots places where wi-fi access is available globally from 12,300 to 20,000",1.0,22.0
it also announced it was installing high-speed wi-fi on certain train services such as the uk london to brighton service to provide commuters fast net connection too,1.0,27.0
the service which has been developed with southern trains nomad digital who provide the technology begins with free trial on 16 trains on the route from early march to the end of april,0.0,33.0
full service is set to follow in the summer,0.0,9.0
wi-fi access points will be connected to wimax wireless network faster than wi-fi running alongside the train tracks,1.0,18.0
brian mcbride managing director of t-mobile in the uk said we see growing trend for business users needing to access e-mail securely on the move,0.0,25.0
we are able to offer this by maintaining constant data session for the entire journey,0.0,15.0
he said this was something other similar in-train wi-fi services such as that offered on gner trains did not offer yet,1.0,21.0
mr obermann added that the mobile industry in general was still growing with many more opportunities for more services which would bear fruit for mobile companies in future,1.0,28.0
thousands of mobile industry experts are gathered in cannes france for the 3gsm which runs from 14 to 17 february,0.0,20.0
hotspot users gain free net calls,0.0,6.0
people using wireless net hotspots will soon be able to make free phone calls as well as surf the net,0.0,20.0
wireless provider broadreach and net telephony firm skype are rolling out service at 350 hotspots around the uk this week,1.0,20.0
users will need skype account downloadable for free and they will then be able to make net calls via wi-fi without paying for net access,1.0,25.0
skype allows people to make free pc-based calls to other skype users,1.0,12.0
users of the system can also make calls to landlines and mobiles for fee,0.0,14.0
the system is gaining in popularity and now has 28 million users around the world,0.0,15.0
"its paid service dubbed skype out has so far attracted 940,000 users",1.0,12.0
it plans to add more paid services with forthcoming launches of video conferencing voice mail and skype in service which would allow users to receive phone calls from landlines and mobiles,1.0,31.0
london-based software developer connectotel has unveiled software that will expand the sms functions of skype allowing users to send text messages to mobile phones from the service,0.0,27.0
broadreach networks has around two million users and hotspots in places such as virgin megastores the travelodge chain of hotels and all london major rail terminals,0.0,26.0
the company is due to launch wi-fi on virgin trains later in the year,0.0,14.0
skype success at spreading the world about internet telephony is well-known and we are delighted to be offering free access to skype users in our hotspots commented broadreach chief executive magnus mcewen-king,0.0,32.0
dvds will be harder to copy thanks to new anti-piracy measures devised by copy protection firm macrovision,1.0,17.0
the pirated dvd market is enormous because current copy protection was hacked more than five years ago,0.0,17.0
macrovision says its new ripguard technology will thwart most but not all of the current dvd ripping copying programs used to pirate dvds,1.0,23.0
ripguard is designed to reduce dvd ripping and the resulting supply of illegal peer to peer said the firm,1.0,19.0
macrovision said the new technology will work in nearly all current dvd players when applied to the discs but it did not specify how many machines could have problem with ripguard,1.0,31.0
the new technology will be welcomed by hollywood film studios which are increasingly relying on revenue from dvd sales,0.0,19.0
the film industry has stepped up efforts to fight dvd piracy in the last 12 months taking legal action against websites which offer pirated copies of dvd movies for download,0.0,30.0
ultimately we see ripguard dvd evolving beyond anti-piracy and towards enablement of legitimate online transactions interoperability in tomorrow digital home and the upcoming high-definition formats said steve weinstein executive vice president and general manager of macrovision entertainment technologies group,0.0,39.0
macrovision said ripguard was designed to plug the digital hole that was created by so-called decss ripper software,0.0,18.0
it circumvents content scrambling system measures placed on dvds and let people make perfect digital copies of copyrighted dvds in minutes,0.0,21.0
those copies could then be burned onto blank dvd or uploaded for exchange to peer-to-peer network,0.0,16.0
macrovision said ripguard would also prevent against rent rip and return where people would rent dvd copy it and then return the original,1.0,23.0
ripguard is expected to be rolled out on dvds from the middle of 2005 the company said,1.0,17.0
the new system works specifically to block most ripping programs if used those programs will now most likely crash the company said,0.0,22.0
macrovision has said that rip guard can be updated if hackers find way around the new anti-copying measures,0.0,18.0
civil liberties group the electronic frontier foundation eff has joined legal fight between three us online journalists and apple,1.0,19.0
apple wants the reporters to reveal 20 sources used for stories which leaked information about forthcoming products including the mac mini,0.0,21.0
the eff representing the reporters has asked california superior court to stop apple pursuing the sources,1.0,16.0
it argues that the journalists are protected by the american constitution,0.0,11.0
the eff says the case threatens the basic freedoms of the press,0.0,12.0
apple is particularly keen to find the source for information about an unreleased product code-named asteroid and has asked the journalists e-mail providers to hand over communications relevant to that,1.0,30.0
rather than confronting the issue of reporter privilege head-on apple is going to the journalist isps for his e-mails said eff lawyer kurt opsahl,1.0,24.0
this undermines fundamental first amendment right that protects all reporters,0.0,10.0
if the court lets apple get away with this and exposes the confidences gained by these reporters potential confidential sources will be deterred from providing information to the media and the public will lose vital outlet for independent news analysis and commentary he said,0.0,44.0
the case began in december 2004 when apple asked local californian court to get the journalists to reveal their sources for articles published on websites appleinsider.com and powerpage.org,1.0,28.0
apple also sent requested information from the nfox.com the internet service provider of powerpage publisher jason o-grady,0.0,17.0
as well as looking at how far corporations can go in preventing information from being published the case will also examine whether online journalists have the same privileges and protections as those writing for newspapers and magazines,0.0,37.0
the eff has gained some powerful allies in its legal battle with apple including professor tom goldstein former dean of the journalism school at the university of california and dan gillmor well-known silicon valley journalist,1.0,35.0
apple was not immediately available for comment,0.0,7.0
sony playstation portable is the top gadget for 2005 according to round-up of ultimate gizmos compiled by stuff magazine,1.0,19.0
it beats the ipod into second place in the top ten essentials list which predicts what gadget-lovers are likely to covet this year,0.0,23.0
"owning all 10 gadgets will set the gadget lover back 7,455",1.0,11.0
"that is 1,000 cheaper than last year list due to falling manufacturing costs making gadgets more affordable",1.0,17.0
portable gadgets dominate the list including sharp 902 3g mobile phone the pentax optio sv digital camera and samsung yepp yh-999 video jukebox,1.0,23.0
what this year essentials shows is that gadgets are now cheaper sexier and more indispensable than ever,1.0,17.0
we ve got to the point where we can live our lives without certain technology said adam vaughan editor of stuff essentials,0.0,22.0
the proliferation of gadgets in our homes is inexorably altering the role of the high street in our lives thinks mr vaughan,0.0,22.0
take digital cameras who would now pay to develop an entire film of photos,0.0,14.0
or legitimate downloads who would travel miles to record shop when they could download the song in minutes for 70p,0.0,20.0
next year will see new set of technologies capturing the imaginations of gadget lovers stuff predicts,1.0,16.0
the xbox high-definition tv and mp3 mobiles will be among the list of must-haves that will dominate 2006 it says,0.0,20.0
the spring launch of the psp in the uk is eagerly awaited by gaming fans,0.0,15.0
the bbc and the national theatre have led the field at this year interactive bafta awards,1.0,16.0
the national theatre stagework website picked up the prize for best learning as well as top factual site,1.0,18.0
the bbc collected three awards including best online entertainment for the hitchhiker guide to the galaxy adventure game,1.0,18.0
spooks interactive took the best interactive tv prize,1.0,8.0
the annual awards recognise the best in digital media,1.0,9.0
bbc sport interactive fought off competition from cbbc newsround and the guardian to take home the best news and sport trophy for its coverage of england exit from euro 2004,0.0,30.0
it was recognised for its groundbreaking use of animation,0.0,9.0
bafta grant dean chair of bafta interactive entertainment committee said all the entrants had been of outstanding quality and that judging had been enormously difficult,0.0,25.0
without doubt 2005 has been landmark year for the bafta interactive awards he added,0.0,14.0
many of the top awards this year have gone to the companies we most commonly associate with traditional entertainment showing how the gap between new media film and television is closing,0.0,31.0
awards were given out in 12 different categories including interactive tv film music design as well as technical and social innovation at london ceremony,1.0,24.0
the top music award was given to sseyo minimixa mobile music sequencer designed to let people write edit and share compositions,0.0,21.0
warner bros was given two prizes for its inspiring efforts in film and dvd interactivity,0.0,15.0
the chaplin collection beat oasis really bend it like beckham shaun of the dead and the day today in the dvd category and trauma won best film,0.0,27.0
elsewhere fashionista and clothes designer alexander mcqueen took the accolade for the best-designed website,0.0,14.0
the awards have been running since 1997 but in 2002 the british academy of film and television decided to split them into separate games and interactive ceremonies,1.0,27.0
on tuesday half-life dominated the games prizes,0.0,7.0
it collected six baftas including best game and best online game,1.0,11.0
millions buy mp3 players in us,0.0,6.0
one in 10 adult americans equivalent to 22 million people owns an mp3 player according to survey,1.0,17.0
study by the pew internet and american life project found that mp3 players are the gadget of choice among affluent young americans,1.0,22.0
the survey did not interview teenagers but it is likely that millions of under-18s also have mp3 players,1.0,18.0
the american love affair with digital music players has been made possible as more and more homes get broadband,1.0,19.0
of the 22 million americans who own mp3 players 59 are men compared to 41 of women,1.0,17.0
"those on high income judged to be 75,000 39,000 or above are four times more likely to have players than those earning less than 30 000 15,000",0.0,27.0
broadband access plays big part in ownership too,0.0,8.0
almost quarter of those with broadband at home have players compared to of those who have dial-up access,0.0,18.0
mp3 players are still the gadget of choice for younger adults,1.0,11.0
almost one in five us citizens aged under 30 have one,0.0,11.0
this compares to 14 of those aged 30-39 and 14 of those aged 40-48,0.0,14.0
the influence of children also plays part,0.0,7.0
sixteen percent of parents living with children under 18 have digital players compared to of those who don,0.0,18.0
the ease of use and growth of music available on the net are the main factors for the upsurge in ownership the survey found,0.0,24.0
people are beginning to use them as instruments of social activity sharing songs and taking part in podcasting the survey found,0.0,21.0
ipods and mp3 players are becoming mainstream technology for consumers said lee rainie director of the pew internet and american life project,1.0,22.0
more growth in the market is inevitable as new devices become available as new players enter the market and as new social uses for ipods mp3 players become popular he added,0.0,31.0
no re-draft for eu patent law,0.0,6.0
proposed european law on software patents will not be re-drafted by the european commission ec despite requests by meps,1.0,19.0
the law is proving controversial and has been in limbo for year,0.0,12.0
some major tech firms say it is needed to protect inventions while others fear it will hurt smaller tech firms the ec says the council of ministers will adopt draft version that was agreed upon last may but said it would review all aspects of the directive,1.0,47.0
the directive is intended to offer patent protection to inventions that use software to achieve their effect in other words computer implemented invention,0.0,23.0
in letter ec president jos 233 manuel barroso told the president of the european parliament josep borrell that the commission did not intend to refer new proposal to the parliament and the council of ministers as it had supported the agreement reached by ministers in may 2004,0.0,47.0
if the european council agrees on the draft directive it will then return for second reading at the european parliament,1.0,20.0
but that will not guarantee that the directive will become law instead it will probably mean further delays and controversy over the directive,1.0,23.0
most eu legislation now needs the approval of both parliament and the council of ministers before it becomes law,1.0,19.0
french green mep alain lipietz warned two weeks ago that if the commission ignored the parliament request it would be an insult to the assembly,0.0,25.0
he said that the parliament would then reject the council version of the legislation as part of the final or conciliation stage of the decision procedure,0.0,26.0
in the us the patenting of computer programs and internet business methods is permitted,0.0,14.0
this means that the us-based amazon.com holds patent for its one-click shopping service for example,0.0,15.0
critics are concerned that the directive could lead to similar model happening in europe,0.0,14.0
this they fear could hurt small software developers because they do not have the legal and financial might of larger companies if they had to fight patent legal action in court,0.0,31.0
supporters say current laws are inefficient and it would serve to even up playing field without bringing eu laws in line with the us,1.0,24.0
system to make it easier to create website addresses using alphabets like cyrillic could open back door for scammers trade body has warned,1.0,23.0
the internationalised domain names system has been work in progress for years and has recently been approved by the internet electronic task force,1.0,23.0
but the uk internet forum ukif is concerned that the system will let scammers create fake sites more easily,1.0,19.0
the problem lies in the computer codes used to represent language,0.0,11.0
registering names that look like that of legitimate companies but lead users to fake sites designed to steal passwords and credit card details could become whole lot easier for determined scammers says stephen dyer director of ukif,1.0,37.0
domain names are the real language addresses of websites rather than their internet protocol address which is series of numbers,0.0,20.0
they are used so people can more easily navigate the web,0.0,11.0
so-called ascii codes are used to represent european languages but for other languages hybrid of system called unicode is used,1.0,20.0
so for example website paypal could now be coded using mixture of the latin alphabet and the russian alphabet,0.0,19.0
the resulting domain as displayed to the users would look identical to the real site as russian look just like an english,1.0,22.0
but the computer code would be different and the site it would lead users to could be fake,1.0,18.0
this is more than just theory,0.0,6.0
fake paypal.com has already been registered with net domain giant verisign by someone who has followed the debate around the internationalised domain name idn system said mr dyer,1.0,28.0
as the idea was to prove point rather than be malicious the fake domain has now been handed back to paypal but it sets worrying precedent mr dyer said,1.0,29.0
although the idn problem is well known in technical circles the commercial world is totally unaware how easily their websites can be faked said mr dyer,0.0,26.0
it is important to alert users that there is new and invisible and almost undetectable way of diverting them to what looks like perfectly genuine site he added,0.0,28.0
for instance browsers could spot domains that use mixed characters and display them in different colours as warning to users,0.0,20.0
mr dyer acknowledged that it would be huge undertaking to update all the world browsers,0.0,15.0
another solution to introduce idn-disabled browsers could be case of throwing out the baby with the bath water he said,0.0,20.0
centr the council of european national top level domain registries agrees,0.0,11.0
rush to introduce idn-disabled browsers into the marketplace is an overly-zealous step that will harm public confidence in idns technology that is desperately needed in the non-english speaking world the organisation said in statement,0.0,34.0
mobile phone chip which combines modem and computer processor on one bit of silicon instead of two could make phones cheaper and more powerful,1.0,24.0
the specially-designed chip developed by texas instruments could drive down the cost of making mobiles capable of 3d gaming and 30-frame-a-second video,1.0,22.0
currently rich multimedia features tend to be on more expensive handsets,0.0,11.0
the technology omap-vox is being tested by firms in europe and asia and could appear by the end of the year,0.0,21.0
texas which makes computer chips for more than half the world mobile phones said it was keen to make multimedia functions like video and gaming more affordable,1.0,27.0
we re going to drive them down into meat-and-potatoes phones that have the largest market share said doug rasor marketing vice president at texas,0.0,24.0
the chip also uses much less power than conventional chips said texas which means less strain on mobile battery life,1.0,20.0
more than 50 million people own mobile in the uk but mobile operators are keen to encourage people to move onto more sophisticated handsets that can do more,1.0,28.0
texas is keen to cash in on the third generation 3g of mobile technology which offers high-speed networks for video streaming and other multimedia functions,1.0,25.0
but it faces stiff competition from the likes of intel which is also looking to provide better chips for high-end mobiles,0.0,21.0
competition to get people using 3g mobiles will grow in the next year as almost all of the uk operators have now launched third generation networks,1.0,26.0
recent survey by sony ericsson predicted that the number of 3g handsets sold in 2005 would double from 2004 to account for 10 of all phones sold,0.0,27.0
many consumers are still to be convinced though,0.0,8.0
further recent survey said that only of mobile owners were thinking of upgrading to 3g phones,1.0,16.0
many said they were confused about the different ways to pay for phones and the vast array of features most have onboard,0.0,22.0
but there will be continued demand for better chips as the industry continues to develop new standards and future networks,0.0,20.0
earlier in january ntt docomo and vodafone joined forces to develop the next generation of high-speed networks known as super 3g intended to be 10 times faster than 3g services,0.0,30.0
the first stage of development is to be completed by 2007 but no date has been set for commercial launch the newly-designed omap-vox chip set was announced ahead of the start of major mobile industry conference 3gsm which takes place in cannes france this week,0.0,45.0
blind student has developed software that turns colours into musical notes so that he can read weather maps,1.0,18.0
victor wong graduate student from hong kong studying at cornell university in new york state had to read coloured maps of the upper atmosphere as part of his research,0.0,29.0
to study space weather mr wong needed to explore minute fluctuations in order to create mathematical models,1.0,17.0
number of solutions were tried including having colleague describe the maps and attempting to print them in braille,0.0,18.0
mr wong eventually hit upon the idea of translating individual colours into music and enlisted the help of computer graphics specialist and another student to do the programming work,1.0,29.0
the images have three dimensions and had to find way of reading them myself mr wong told the bbc news website,0.0,21.0
for the sake of my own study and for the sake of blind scientists generally felt it would be good to develop software that could help us to read colour images,1.0,31.0
he tried prototype version of the software to explore photograph of parrot,1.0,12.0
in order to have an exact reference to the screen pen and tablet device is used,0.0,16.0
the software then assigns one of 88 piano notes to individually coloured pixels ranging from blue at the lower end of this scale to red at the upper end,0.0,29.0
mr wong says the application is still very much in its infancy and is only useful for reading images that have been created digitally,0.0,24.0
if took random picture and scanned it and then used my software to recognise it it wouldn work that well,0.0,20.0
mr wong has been blind from the age of seven and he thinks that having colour memory makes the software more useful than it would be to scientist who had never had any vision,1.0,34.0
